label_raw,text,label_clean,label_id,clean_text,clean_word_count
offensive language,That depression shit trash.,offensive_language,1,depress shit trash,3
offensive language,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature Big pussy http://t.co/D4ICvCz1Bk",offensive_language,1,porn android iphon ipad sex xxx latina latina matur big pussi,11
offensive language,RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,offensive_language,1,bitch brag crazi like cute like nigga brag abus,9
offensive language,@teeenytori @blzznts @Pouyalilpou put your tits away you ginger. Arnt u like 7? Isn't it past you bed time? Fuck off bitch.,offensive_language,1,tit away ginger arnt like past bed time fuck bitch,10
offensive language,@TylerDunn22 all strippers and sexy hoes follow my mans!!,offensive_language,1,stripper sexi hoe follow man,5
offensive language,RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,offensive_language,1,iont like yall talk tryna funni thou rn bitch,9
offensive language,@_lostb0y I meant bitch I am scum,offensive_language,1,meant bitch scum,3
offensive language,&#8220;@itsWhittyTitty: I used to be that fat bitch everybody made fun of look at me now&#8221; I was made fun of for being ugly &#128589;,offensive_language,1,use fat bitch everybodi fun look fun ugli,8
offensive language,Happy birthday pops aka old negro spiritual aka the man who said I was an accident. 64 never looked so&#8230; http://t.co/Igq8v6RIHH,offensive_language,1,happi birthday pop aka old negro spiritu aka man said accid look,12
hate speec,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",hate_speech,0,fuck gay blacklist hoe hold tehgodclan,6
offensive language,@wodaeeex3 @aaliyahh_lovee yu betta watch cho mouf bout dat one dea hoe,offensive_language,1,yu betta watch cho mouf bout dat dea hoe,9
offensive language,RT @ItsJordyyyn: The reason high school is so fucking hard is because ned never made a guide for anything past 8th grade. You feel me? Fuck&#8230;,offensive_language,1,reason high school fuck hard ned guid past th grade feel fuck,12
offensive language,"She was like ima need you to write a statement. Bitch write yourself a diet! It's always the old people trying to snitch, bitch",offensive_language,1,like ima need write statement bitch write diet old peopl tri snitch bitch,13
offensive language,Oh shit! &#128557;&#128128; RT @ImDatNigga_Jack: &#8220;@Sherman_King: Dallas trash.&#8221; Your hairline is trash,offensive_language,1,oh shit dalla trash hairlin trash,6
offensive language,"RT @VictoriaDahl: &#8220;@donnajherren: Well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230;",offensive_language,1,crazi bitch look motherfuck corps,5
offensive language,Ima have to fuck with my nigga Omar about those weed brownies,offensive_language,1,ima fuck nigga omar weed browni,6
neither,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.,neither,2,need iphon use stupid watch appl just grab peopl ankl shake money rube pocket,14
offensive language,This my bitch please face http://t.co/O3k4WLrZTp,offensive_language,1,bitch face,2
offensive language,"@FreddieGibbs Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch.",offensive_language,1,lol complain cri just like jeezi broke caus moan old bitch,11
offensive language,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",offensive_language,1,hung dude fuckin bitch,4
offensive language,@AsapTwelvyy bruh bruh that bitch ain't loyal !,offensive_language,1,bruh bruh bitch ai loyal,5
offensive language,RT @stillandru: White ppl will call Mexicans beaners and claim they taking their jobs but have sugar skull tattoos :-(,offensive_language,1,white ppl mexican beaner claim take job sugar skull tattoo,10
offensive language,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating.",offensive_language,1,bitch like world bitch know hate,6
offensive language,Had to change my shit up on u hoes,offensive_language,1,chang shit hoe,3
offensive language,I want all my hoes back,offensive_language,1,want hoe,2
offensive language,"I must have pissed this nigga off aha um, because he my hoe &amp; he acting OUTTA line &#128514;&#128557;",offensive_language,1,piss nigga aha um hoe act outta line,8
neither,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,neither,2,hope charli strong utcoach,4
neither,#WhatImCraving Peanut Butter Oreos &lt;3,neither,2,whatimcrav peanut butter oreo,4
offensive language,RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit,offensive_language,1,fuckin hoe ass click ticket dollar shit,7
offensive language,#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... http://t.co/l0XTPSIG8Z,offensive_language,1,alexfromtarget get million retweet chrisfromwalmart bitch text,7
offensive language,RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,offensive_language,1,swear bitch fall nigga believ comb hair,7
offensive language,RT @derekt529: See RT @Adolfhibsta: Your pussy &amp; personality gotta be trash if a nigga stopped talking to you after sex,offensive_language,1,pussi person gotta trash nigga stop talk sex,8
neither,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,neither,2,tri rex new water roast tomato potato sawdust cracker load sodium make lot wife look unsavori box,17
offensive language,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao,offensive_language,1,fat hoe ina caddilac tell ju lost dey luxuri car ride virgin hoe happi lmao,15
offensive language,When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke,offensive_language,1,hoe tryna ya girl look,5
neither,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",neither,2,simplyaddictedtoguy woof woof hot scalli lad,6
neither,"RT @pekholt: Raven Symone's hair be like, ""I'm not colored, I'm American."" http://t.co/mkx0d4bh2Q",neither,2,raven symon hair like color american,6
neither,"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",neither,2,just spoke legend mentor charli ericksen great catch help open door latino journo thank,14
neither,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...,neither,2,wonder prog did releg young black men ghetto away harri reid friend,12
neither,@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore,neither,2,love bird use feed live wa state hv mtn ore,10
offensive language,@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj,offensive_language,1,sick muzzi trash,3
neither,"RT @Yankees: Ballgame over, #Yankees WIN! Yanks beat the White Sox in 10 innings, 4-3.",neither,2,ballgam yanke win yank beat white sox inning,8
offensive language,Idk where this nigga jus went but he better find me some food before I become a real life bitch&#128530;,offensive_language,1,idk nigga ju went better food real life bitch,9
neither,Indiana lost to Bowling Green. Big Ten continues to be trash.,neither,2,indiana lost bowl green big continu trash,7
hate speec,redneck in the White House // Moccasin Creek &#128077;&#128076;,hate_speech,0,redneck white hous moccasin creek,5
offensive language,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",offensive_language,1,boy dont say clutch fag ass bitch shit lingo tf,10
offensive language,You must be part of the cat family. . Cuz you're a fucking pussy,offensive_language,1,cat famili cuz fuck pussi,5
offensive language,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",offensive_language,1,reasonswhywedontgetalong hoe stop focus suck dick focu get rich,9
neither,My flow retarded &#128526;,neither,2,flow retard,2
neither,I always soprised dat I has mo while followers den colored,neither,2,sopris dat mo follow den color,6
offensive language,@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,offensive_language,1,lmao timelin ai spi hoe lol,6
offensive language,I don't have no type .. Bad bitches is the only thing I like !!,offensive_language,1,type bad bitch thing like,5
offensive language,#Shoutout to my #Exit47 niccas! #Salute,offensive_language,1,shoutout exit nicca salut,4
offensive language,one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.,offensive_language,1,annoy damn hoe ai thing,5
offensive language,"LSU got a lot of thirsty, muching, nasty hoes. Football team stay running thru yall meal ticket wanting hoes lol",offensive_language,1,lsu got lot thirsti much nasti hoe footbal team stay run yall meal ticket want hoe lol,17
offensive language,"RT @omfgmeezy: she stole my shit, what a little niglet.",offensive_language,1,stole shit littl niglet,4
offensive language,"RT @MIKEMIKE2REAL I told u bout doing that &#128514;""@ThoughtsOfRandy: Some niggaz will say and PAY anything to get the pussy."" + must be you",offensive_language,1,told bout do niggaz say pay pussi,7
offensive language,"RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life...",offensive_language,1,white boy reach flappi bird im life,7
offensive language,@HOMELESSBITCH Can I bitch about not having smoke??,offensive_language,1,bitch have smoke,3
offensive language,"If your parents let you drink underage, they're fucking retarded and so are you.",offensive_language,1,parent let drink underag fuck retard,6
offensive language,*puts people/bitch face on*,offensive_language,1,put peopl bitch face,4
offensive language,@LadyVodkax keep them around so new bitches know they could be the next ex if they dont stay in line.,offensive_language,1,new bitch know ex dont stay line,7
offensive language,Niggas sooooo pussy I swear I don't talk I'm all action,offensive_language,1,nigga sooooo pussi swear talk action,6
offensive language,"If I ever saw Kendall Jones in person, Id kill her on sight. I hate that bitch more than anything in life.",offensive_language,1,saw kendal jone person id kill sight hate bitch life,10
offensive language,@JawShoeeAhhh shut up bitch,offensive_language,1,shut bitch,2
offensive language,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address,offensive_language,1,naw realli bitch mean yo address,6
offensive language,"@fallenloki @NotoriousBM95 @Buckm00se lmfaooo how many ""returns"" has this faggot gotten?",offensive_language,1,lmfaooo return faggot gotten,4
offensive language,@MyButtSweats ay nigguh so when ya coming back,offensive_language,1,ay nigguh ya come,4
neither,"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",neither,2,drake stack kendrick rapper alot peopl like think trash,9
hate speec,"@Alicia112794 So basically you like the background music, fag.",hate_speech,0,basic like background music fag,5
offensive language,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong.",offensive_language,1,fuck put block chees room refriger ghetto ass nigga eas like just thing wrong,14
offensive language,"His boyfriend gonna be like ""You ain't make a team? I'm straight fag.
""@ZRawTaroli: ....... The rams really cut Michael Sam. Wow.""",offensive_language,1,boyfriend gonna like ai make team straight fag ram realli cut michael sam wow,14
offensive language,"@TheREALJB1RD @Mightymorph Big birds, big peckers.... They always mad cause they only get laid once and that's by their mother.",offensive_language,1,big bird big pecker mad caus laid mother,8
offensive language,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you,offensive_language,1,wish stop lazi littl rebelli come indi bitch titz miss,10
offensive language,I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao,offensive_language,1,hate bitch got fuck teeth trynna smile pictur tf lmfao,10
offensive language,RT @FREDOSANTANA300: I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch #TheseThotsAreForEveryone,offensive_language,1,fuck yo bitch mad new fuck everybodi bitch thesethotsareforeveryon,9
offensive language,I feel like a bitch that just got her heartbroken a day before her wedding,offensive_language,1,feel like bitch just got heartbroken day wed,8
offensive language,I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's &#128514;&#128553;,offensive_language,1,bf grandma hous today goin old album grandpa nake pic ho,11
neither,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",neither,2,yank come disparag pride,4
offensive language,&#8220;@Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass,offensive_language,1,fuck th grade yeah bitch want fight yo dawg ass,10
offensive language,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want",offensive_language,1,bitch bitch ass tv want,5
offensive language,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,offensive_language,1,son bitch moment walk hous dark stub littl toe wall,10
offensive language,RT @SirTweak_Alot: Duncanville girls cold den a hoe,offensive_language,1,duncanvil girl cold den hoe,5
offensive language,"RT @Lawless_1: @3RedsPositives 
1) We are not the Cubs
2) We are not the Pirates
3) We damn sure ain't no f***ing Cardinals.

Who cares abo&#8230;",offensive_language,1,cub pirat damn sure ai ing cardin care abo,9
hate speec,RT @Moisessp14: Look at u now u pregnant stupid bitch lol,hate_speech,0,look pregnant stupid bitch lol,5
offensive language,"RT @ShaeBoogie__: Some bitches only cute when they mouth closed, that smile is what fuck yall up bye teeth &#128514;&#128514;&#128514;&#128074;",offensive_language,1,bitch cute mouth close smile fuck yall bye teeth,9
neither,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,neither,2,idea diet eat regular oreo instead doubl stuft takin half cooki dip,12
offensive language,"RT @keeLivinLavish: These bitches wanna fuck me, cuz dat molly got dem high&#128517;&#128138; http://t.co/xTnO13TnUS",offensive_language,1,bitch wanna fuck cuz dat molli got dem high,9
offensive language,"and this is why I'm single, I don't fuck with bitches or there attitudes foh.",offensive_language,1,singl fuck bitch attitud foh,5
offensive language,"@popularcritic1 @discordianslip @fredrogers75 And you thought a camera would steal your soul. Shut the fuck up, you stupid twat.",offensive_language,1,thought camera steal soul shut fuck stupid twat,8
neither,@kamkamluvsblk Yeah one called me a race traitor lol,neither,2,yeah call race traitor lol,5
offensive language,RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags,offensive_language,1,th grade hoe ai loyal,5
offensive language,@peighxo @baestation bitch got arms like piccolo,offensive_language,1,bitch got arm like piccolo,5
offensive language,RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,offensive_language,1,jacki weird like bitch hang ppl ya age,8
offensive language,Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,offensive_language,1,ion kno im do tonit ju kno gon end wit dick pussi,12
offensive language,RT @KINGof334MOBB: Don't tell your side bitch your family business that's none of their business.,offensive_language,1,tell bitch famili busi busi,5
offensive language,"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy.",offensive_language,1,lmfaooo nigga nigga yo lip look like charcoal bitch pussi,10
neither,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,neither,2,fake tit hoe guess twitpic halloween costum,7
offensive language,whys this bitch wearing a striped tshirt and nike shocks,offensive_language,1,whi bitch wear stripe tshirt nike shock,7
offensive language,Going hard bitch swear I'm on my job throw a quake in the air call that shit a lob,offensive_language,1,go hard bitch swear job throw quak air shit lob,10
offensive language,I'm fucking around with two bitches but i never made those hoes my mistress,offensive_language,1,fuck bitch hoe mistress,4
offensive language,Haley was called a raghead &amp; accused of adultery and she skyrocketed in the polls. y&#8217;all think Sheheen didn&#8217;t notice that?,offensive_language,1,haley call raghead accus adulteri skyrocket poll think sheheen didn notic,11
offensive language,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit,offensive_language,1,yeah need fuck fuckin water proof galaxi got cheerio slidin bitch shit,12
offensive language,RT @ImNeverChillin: Bitches hate kim k &amp; bring up she sucked dick too get famous . Yall bitches suck dick &amp; barley get a text back soooooo &#8230;,offensive_language,1,bitch hate kim bring suck dick famou yall bitch suck dick barley text soooooo,14
offensive language,@ItsYOUR_man make me white trash cousin fucker,offensive_language,1,make white trash cousin fucker,5
offensive language,"The thinner the eyebrow, the crazier the bitch",offensive_language,1,thinner eyebrow crazier bitch,4
offensive language,Why bitches act like I CAN'T READ or like words don't have a meaning.,offensive_language,1,bitch act like read like word mean,7
neither,A Yankee win makes any day better.,neither,2,yanke win make day better,5
offensive language,RT @LifeAsKing: Lawd!!! Twitter will humble the fuck out of a hoe so quick,offensive_language,1,lawd twitter humbl fuck hoe quick,6
offensive language,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",offensive_language,1,wanna nigga just trinna save account omg imma funni ass bitch man real shit,14
offensive language,RT @louiev_: It's to the point that I don't enjoy watching Harden anymore. He constantly does that and it pisses me off. Stop being a bitch&#8230;,offensive_language,1,point enjoy watch harden anymor constantli doe piss stop bitch,10
offensive language,RT @SaluteMiSWAG: nice body parts on ugly bitches is the worst.,offensive_language,1,nice bodi part ugli bitch worst,6
neither,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,neither,2,drunk trash trash wast draught hors,6
hate speec,RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,hate_speech,0,fuck racist inbr hillbilli fuck,5
offensive language,@MurphMcMahon I swear I thought you were describing a pussy. ...I gotta go to bed.,offensive_language,1,swear thought describ pussi gotta bed,6
offensive language,RT @kpips_forever: Nobody want no pussy 25 other niggas done had before,offensive_language,1,want pussi nigga,3
neither,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",neither,2,tbt best drunkest yanke game wherescolman everclear,7
offensive language,&#8220;@koleworld4: this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,offensive_language,1,bitch tri wrong hill,4
offensive language,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,offensive_language,1,mahammad bitch caus said,4
offensive language,Nigga retweets the most trash shit,offensive_language,1,nigga retweet trash shit,4
neither,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",neither,2,lmaoooo girl let guy treat like yellow starburst pink starburst,10
neither,RT @ajbk4life1: how do people not realize the jig ?,neither,2,peopl realiz jig,3
offensive language,everyone report @uncr4fted for being a huge faggot,offensive_language,1,report huge faggot,3
offensive language,RT @L1LDebbie: You keep your bitch &amp; ill stay on my grind.,offensive_language,1,bitch ill stay grind,4
offensive language,&#8220;@jcash___: @VoiceOfDStreetz noll nigga I'm Talm bout Tt and juice &#128514;&#128514;&#128514; @FreeMolly_&#8221; me too! Ion hoe Em,offensive_language,1,noll nigga talm bout tt juic ion hoe em,9
offensive language,Run it in her pussy like a crash dummy.,offensive_language,1,run pussi like crash dummi,5
offensive language,RT @right_in_the: pussy,offensive_language,1,pussi,1
offensive language,Lmao if I catch u in tha field I'm blowin &#128299;&#128168;&#128299;&#128168;&#128299;&#128168;&#8220;@Horsepower_Will: @PAPER_CHAYSIN shut yo bitch ass up opp lol&#8221;,offensive_language,1,lmao catch tha field blowin shut yo bitch ass opp lol,11
offensive language,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me,offensive_language,1,say wouldn eat pussi,4
hate speec,@_Nadiaxo fags,hate_speech,0,fag,1
offensive language,RT @nick_sodano: Dis bitch jus blew my high,offensive_language,1,di bitch ju blew high,5
offensive language,RT @TheKitchensHeat: Don't beef over no bitch..,offensive_language,1,beef bitch,2
offensive language,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*,offensive_language,1,make wise argument acceler warholian notion celebr era vine pass teen mock old wrinkl ball,15
offensive language,You think she classy niggah but she really ratchet,offensive_language,1,think classi niggah realli ratchet,5
offensive language,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",offensive_language,1,lil bitch just call said needa break leav cuz bitch doin great,12
offensive language,Mute it hoe.,offensive_language,1,mute hoe,2
offensive language,RT @i__pooteD: There's pussy makeup?,offensive_language,1,pussi makeup,2
neither,"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",neither,2,mean kid call like morn ask want hit slope,9
neither,"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto",neither,2,got betta machineri fo dat hanger ghetto,7
offensive language,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",offensive_language,1,help mate love scalli play fuck yeah,7
offensive language,@Mids_areForkids lmao im bein foreal fuck all them bitches like that!,offensive_language,1,lmao im bein foreal fuck bitch like,7
neither,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",neither,2,iu make honorari student id way cooler intern student footbal card hoosier,12
offensive language,#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP,offensive_language,1,wcw bitch,2
hate speec,@BreeOlson @Gingerbeard66 your a nasty nigger whore,hate_speech,0,nasti nigger whore,3
offensive language,Slim Hines lil bruda ainn bout it bitch how yu figure,offensive_language,1,slim hine lil bruda ainn bout bitch yu figur,9
offensive language,@_chrisbrownn14 fuck bitches get money,offensive_language,1,fuck bitch money,3
neither,You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB,neither,2,stuck ghetto middl school day step wtf ah stuck middl school game jusi bc,14
offensive language,RT @dak_whi: @KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha,offensive_language,1,peopl forget logic purg retard haha,6
offensive language,Sock the pussy like I'm vegeta,offensive_language,1,sock pussi like vegeta,4
offensive language,&#8220;@Nelly_Flexin: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell,offensive_language,1,bitch switch roo nigga hell,5
offensive language,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,offensive_language,1,rememb fat bitch steal kfc bucket haul ass,8
offensive language,I hate bitches that fish for compliments,offensive_language,1,hate bitch fish compliment,4
offensive language,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",offensive_language,1,say im old old bitch excit,6
offensive language,RT @BallOut057: Free Tino lul hoe &#9995;&#128275;,offensive_language,1,free tino lul hoe,4
neither,"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont",neither,2,dont come trash outsid hollywood know ppl pay ha guess hw dont,12
offensive language,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw",offensive_language,1,natur shitti leftist rag talk trash shitti leftist rag better fall line club crw,14
offensive language,@zachsafteryou @FreedomFrayed Little sissy bitch,offensive_language,1,littl sissi bitch,3
offensive language,RT @Sexualgif: if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m&#8230;,offensive_language,1,pass chanc hot faith girl caus singl life hoe mind just plain dumb,13
offensive language,these hoes #superweak,offensive_language,1,hoe superweak,2
offensive language,@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb,offensive_language,1,yea look nice monkey face women santa monica look better natur beauti notbedumb,13
offensive language,I like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol,offensive_language,1,like kid scare straight act like hard ass gangster end leav ball eye like bitch lol,16
offensive language,"lol RT @BEAUTYWins: You're a stupid ass bitch ""@luvgoodspliff: remember michael brown? this is him now. feel old yet? http://t.co/og3ay5X7lg",offensive_language,1,lol stupid ass bitch rememb michael brown feel old,9
neither,Damn those shiner rock those bud light platinum and that ciroc,neither,2,damn shiner rock bud light platinum ciroc,7
offensive language,RT @YungFree504: Mannn let bosh hoe ass hit that 3,offensive_language,1,mannn let bosh hoe ass hit,6
offensive language,@TrillVanillaaa bitch,offensive_language,1,bitch,1
hate speec,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,hate_speech,0,exactli shit said think mimi outta line invit stevi gay nicca,11
offensive language,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.,offensive_language,1,come mf hous honk ur damn horn tf car ring bell bitch,12
offensive language,Nuke town that pussy,offensive_language,1,nuke town pussi,3
offensive language,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;",offensive_language,1,remi machiavelli send shot ya belli bitch,7
offensive language,@kieffer_jason u made me drive all the way to Plano then wanna bitch out,offensive_language,1,drive way plano wanna bitch,5
offensive language,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.,offensive_language,1,loud jamaican horn singl yall ugliest hoe attract,8
offensive language,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",offensive_language,1,best said storm brew bitch lmao,6
offensive language,bad bitch bouncing on my pogo screamin yolo - that nigga juelz,offensive_language,1,bad bitch bounc pogo screamin yolo nigga juelz,8
offensive language,whheeet bitch you LYING,offensive_language,1,whheeet bitch lie,3
offensive language,RT @iDntWearCondoms: If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all,offensive_language,1,retweet proof bitch let settl,5
offensive language,@DaJetlyfe y'all niccas spark up,offensive_language,1,nicca spark,2
offensive language,@O3_Millz white bitch?,offensive_language,1,white bitch,2
neither,@KenSuttling Certainlt not the paddies,neither,2,certainlt paddi,2
offensive language,"@AceHudsonJr bitches tryna take all my money, g.",offensive_language,1,bitch tryna money,3
offensive language,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?",offensive_language,1,yall want nigga unless bitch want mad cuz bitch want,10
offensive language,"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",offensive_language,1,stand fuck nigga ass bitch,5
offensive language,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,offensive_language,1,lucki sensibl fag drug pleas statist ye beer,8
offensive language,&#8220;@MutateRoos: You can be Seminoles but not redskins? K&#8221;Seminole tribe got an agreement with them..fsu pay them to use the name,offensive_language,1,seminol redskin seminol tribe got agreement fsu pay use,9
offensive language,&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,offensive_language,1,bet bitch deaf mc lyte word treat like queen huh,10
neither,"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through.",neither,2,espn yanke game recap sellout crowd brave degre temperatur lol weather struggl,12
offensive language,@goldielocks512 Bitch pussy,offensive_language,1,bitch pussi,2
neither,Draft Drinking Game: chug a beer everytime you see a black woman crying. @stoolpresidente,neither,2,draft drink game chug beer everytim black woman cri,9
hate speec,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,hate_speech,0,fuck talk shit act like pussi ass nigga,8
offensive language,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,offensive_language,1,look like time look like biker bitch punk rock bitch movi,11
neither,RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,neither,2,salut derek jetter best yanke,5
offensive language,Shoutouts to my main bitches &amp; my side bitchess !!&#9994;,offensive_language,1,shoutout main bitch bitchess,4
offensive language,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,offensive_language,1,chill dad get bitch school griff,6
offensive language,RT @Tr1zz: bitches get away with too much behind their social media accounts. Popular on twitter and instagram but lame and broke as fuck i&#8230;,offensive_language,1,bitch away social media account popular twitter instagram lame broke fuck,11
offensive language,""" pimps up pimps up hoes down "" Future voice",offensive_language,1,pimp pimp hoe futur voic,5
neither,"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot",neither,2,wanna bet anti govern black helicopt teabagg boston marathon explos tcot,11
offensive language,RT @__LilNiNo: R.I.P &#128128; to the hoes&#128131; dying for attention.,offensive_language,1,hoe die attent,3
